Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP3080003N,230048977,Montgomery County Police,Injury Crash,08/11/2023 06:20:00 PM,,STILT ST,,FULMER AVE,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,82BA7200-87BB-43E7-BDCB-7AF8B0F77C96,BICYCLIST,Walking/Riding against Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.2195385,-77.2905295,"(39.2195385, -77.2905295)"
MCP291400DY,230048159,Montgomery County Police,Injury Crash,08/07/2023 05:07:00 AM,County,FENTON ST,County,KING ST,,N/A,PEDESTRIAN,OTHER,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,N/A,ILLEGAL DRUG CONTRIBUTED,7B32573B-F9C9-40B5-8BD4-581DBD5F9FDF,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,N/A,Yes,SUSPECTED SERIOUS INJURY,NONE,38.98759297,-77.02346754,"(38.98759297, -77.02346754)"
MCP1354001W,230049412,Montgomery County Police,Injury Crash,08/14/2023 01:50:00 PM,,,,,PARKING LOT OF 11720 ROCKVILLE PIKE,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,N/A,UNKNOWN,NONE DETECTED,6216C4CB-447D-417E-9904-76142B46DF36,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.04894333,-77.11410333,"(39.04894333, -77.11410333)"
MCP1227001X,230024315,Montgomery County Police,Fatal Crash,05/21/2023 05:04:00 AM,Maryland (State),VEIRS MILL RD,County,NEWPORT MILL RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,23ABB53F-ECF6-4531-8CCE-AB0EC5C3855A,PEDESTRIAN,Unknown,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,FATAL INJURY,N/A,39.0451582,-77.06532903,"(39.0451582, -77.06532903)"
MCP22030074,230049162,Montgomery County Police,Injury Crash,08/12/2023 05:25:00 PM,Maryland (State),UNIVERSITY BLVD W,Government,SLIGO CREEK PKWY,,N/A,OTHER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,C3FC22A9-C76D-43C1-970D-8342136E3A22,OTHER,Push/Work on Vehicle,NO IMPROPER ACTIONS,OTHER,N/A,N/A,No,SUSPECTED MINOR INJURY,N/A,39.03648167,-77.03006467,"(39.03648167, -77.03006467)"
MCP2723007G,230049438,Montgomery County Police,Injury Crash,08/15/2023 08:00:00 AM,Maryland (State),VEIRS MILL RD,Maryland (State),FIRST ST,,N/A,PEDESTRIAN,SINGLE VEHICLE,UNKNOWN,UNKNOWN,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,CB2EB8A4-AC53-4343-9013-DCE3187E54BD,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,UNKNOWN,Unknown,SUSPECTED SERIOUS INJURY,UNKNOWN,39.07990316,-77.13781415,"(39.07990316, -77.13781415)"
DD5623002L,230049468,Rockville Police Departme,Injury Crash,08/14/2023 07:10:00 PM,Maryland (State),FIRST ST,Municipality,BALTIMORE RD,,ROCKVILLE,OTHER CONVEYANCE,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,8BC52E04-3F1D-4102-BE70-A2F235E3ADC1,OTHER CONVEYANCE,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.08455193,-77.13617105,"(39.08455193, -77.13617105)"
DM8499001T,230029580,Takoma Park Police Depart,Injury Crash,06/20/2023 01:18:00 PM,Maryland (State),NEW HAMPSHIRE AVE,Municipality,HOLTON LA,,TAKOMA PARK,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4FE77F69-7B28-4BF5-9A11-94B6AE767239,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,NONE,38.98590513,-76.98808884,"(38.98590513, -76.98808884)"
MCP14330058,230048991,Montgomery County Police,Injury Crash,08/11/2023 07:20:00 PM,County,BOU AVE,Unknown,CHAPMAN AVE,,N/A,OTHER CONVEYANCE,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,AC70CD0C-0697-47B0-BAD3-68FB87BC35F9,OTHER CONVEYANCE,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.0574964,-77.11648071,"(39.0574964, -77.11648071)"
MCP26500016,230050435,Montgomery County Police,Injury Crash,08/20/2023 09:26:00 PM,County,HILLANDALE RD,Maryland (State),BRADLEY BLVD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A5F0342C-BD90-4ECF-9364-A892B7ED4FAD,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.9778,-77.09670833,"(38.9778, -77.09670833)"
MCP2586006F,230048634,Montgomery County Police,Injury Crash,08/09/2023 06:17:00 PM,Maryland (State),CLOPPER RD,County,MATENEY RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B4F7BE19-08A6-4B51-A041-B69009D06DE5,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,39.15662047,-77.26643723,"(39.15662047, -77.26643723)"
MCP3230004J,230033597,Montgomery County Police,Injury Crash,07/14/2023 04:50:00 PM,County,ASPEN HILL RD,County,PARKLAND DR,,N/A,OTHER,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B7AFD0CB-A221-4B5A-B1AA-F1E09E2D05AD,OTHER,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,39.07909683,-77.08717517,"(39.07909683, -77.08717517)"
MCP3244002M,230050907,Montgomery County Police,Injury Crash,08/23/2023 02:05:00 PM,County,WAYNE AVE,US (State),GEORGIA AVE,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5E5AA456-E696-4DF2-8672-AF73D87D2991,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,N/A,Yes,POSSIBLE INJURY,NONE,38.994404,-77.02668717,"(38.994404, -77.02668717)"
MCP241100BX,230051632,Montgomery County Police,Injury Crash,08/27/2023 12:05:00 PM,County,LAUDERDALE DR,County,RANDOLPH RD,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,E787D543-6F2B-4DCE-BE55-6E7A35533411,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,No,SUSPECTED MINOR INJURY,NONE,39.05369369,-77.10415416,"(39.05369369, -77.10415416)"
EJ7875003N,230049988,Gaithersburg Police Depar,Injury Crash,08/17/2023 07:20:00 PM,,,,,PARKING LOT OF 394 W DEER PARK ROAD,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,N/A,UNKNOWN,N/A,90414F24-61BC-4774-81F3-B76720EAE0C9,PEDESTRIAN,Other,OTHER,OTHER,N/A,OTHER,No,POSSIBLE INJURY,OTHER,39.12925274,-77.20170906,"(39.12925274, -77.20170906)"
MCP93180032,230051353,Montgomery County Police,Property Damage Crash,08/25/2023 06:46:00 PM,,,,,SIDEWALK/DRIVEWAY OF 10753 COLUMBIA PIKE,,OTHER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,UNKNOWN,NONE DETECTED,C137B5D7-0C47-4078-A12A-C5B387A34E6C,OTHER,Other,UNKNOWN,SIDEWALK,NO PED. SIGNAL,UNKNOWN,Unknown,NO APPARENT INJURY,N/A,39.03193298,-77.00392855,"(39.03193298, -77.00392855)"
MCP32180048,230051308,Montgomery County Police,Injury Crash,08/25/2023 02:57:00 PM,County,VALLEYWOOD DR,Maryland (State),VEIRS MILL RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,AD4ABFEA-A923-4109-8E8F-C8FBD8FFB14C,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.049582,-77.07090017,"(39.049582, -77.07090017)"
MCP3010008K,230049242,Montgomery County Police,Injury Crash,08/13/2023 12:07:00 PM,,,,,PARKING LOT OF 4860 BOILING BROOK PKWY,,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,N/A,F98B11A1-3F4B-4F7C-9515-DC0D33E139EE,BICYCLIST,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.04679333,-77.099845,"(39.04679333, -77.099845)"
MCP2708008D,230050302,Montgomery County Police,Property Damage Crash,08/19/2023 09:54:00 PM,Maryland (State),UNIVERSITY BLVD E,Unknown,ENT TO BUSINESS,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,D56C33CE-9EB8-40CB-AB16-500407C45F2F,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,No,NO APPARENT INJURY,N/A,39.00002827,-76.99580421,"(39.00002827, -76.99580421)"
MCP3080003Q,230051913,Montgomery County Police,Injury Crash,08/28/2023 03:22:00 PM,,,,,PARKING LOT OF WALMART LOCATED AT 20910 FREDERICK RD,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,967E9BC7-FC77-402D-AD2E-CC0E5060D85F,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,UNKNOWN,Unknown,POSSIBLE INJURY,NONE,39.19838897,-77.25139036,"(39.19838897, -77.25139036)"
MCP3010008K,230049242,Montgomery County Police,Injury Crash,08/13/2023 12:07:00 PM,,,,,PARKING LOT OF 4860 BOILING BROOK PKWY,,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,N/A,19E2FCBE-B374-48A1-8B01-B631EE5765B1,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,MC/BIKE HELMET,39.04679333,-77.099845,"(39.04679333, -77.099845)"
MCP3010008M,230051440,Montgomery County Police,Injury Crash,08/26/2023 09:23:00 AM,County,NICHOLSON LA,County,WOODGLEN DR,,N/A,PEDESTRIAN,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,6085C969-122F-4BDB-AD94-40CC6B8D4B26,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,39.04479,-77.11328333,"(39.04479, -77.11328333)"
MCP3360000R,230051437,Montgomery County Police,Injury Crash,08/26/2023 09:16:00 AM,County,WATKINS MILL RD,County,CLUB LAKE RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,06B5AEFC-4174-408E-8EEB-53CE57502FB4,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.17692667,-77.20998,"(39.17692667, -77.20998)"
MCP2853008Z,230050926,Montgomery County Police,Injury Crash,08/23/2023 04:26:00 PM,Maryland (State),UNIVERSITY BLVD W,County,SUTHERLAND RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,BDCF0F23-7BBB-45A4-9DA8-216572209167,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,OUTSIDE RIGHT OF WAY,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.02063667,-77.015965,"(39.02063667, -77.015965)"
MCP3193004R,230051140,Montgomery County Police,Injury Crash,08/24/2023 05:30:00 PM,County,DAYTON ST,Maryland (State),UNIVERSITY BLVD W,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,EFB17E70-8239-4515-9E47-2FFDE98BB608,BICYCLIST,Cross/Enter at Intersection,N/A,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,NONE,39.03890333,-77.04187667,"(39.03890333, -77.04187667)"
MCP24370053,230051700,Montgomery County Police,Injury Crash,08/27/2023 06:00:00 PM,Ramp,RAMP 2 FR MD 927 WB TO IS 270 NB,Maryland (State),MONTROSE RD,,N/A,PEDESTRIAN,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,9ADFF870-E53E-4CB7-99C3-61E3E089BB30,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,NO APPARENT INJURY,NONE,39.05616633,-77.15208733,"(39.05616633, -77.15208733)"
MCP2466004G,230051305,Montgomery County Police,Injury Crash,08/25/2023 03:01:00 PM,County,PEBBLEWOOD PL,Unknown,CUL DE SAC,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,UNKNOWN,1EC3E8BF-92C3-40BA-A9B5-FA92E2F8ED5B,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,UNKNOWN,Unknown,SUSPECTED MINOR INJURY,UNKNOWN,39.09403105,-77.22038914,"(39.09403105, -77.22038914)"
MCP2516004C,230050372,Montgomery County Police,Injury Crash,08/20/2023 01:34:00 PM,County,WATERS RD,County,WISTERIA DR,,N/A,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,7D28879A-01FF-4039-9C4E-496381A4F6AC,OTHER,N/A,N/A,N/A,N/A,N/A,No,NO APPARENT INJURY,N/A,39.17790703,-77.27273186,"(39.17790703, -77.27273186)"
MCP26080058,230052260,Montgomery County Police,Property Damage Crash,08/30/2023 03:30:00 PM,County,COLONY RD,County,NORTHAMPTON DR,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,0713FCF3-3EEF-4179-938E-4D0D372A96BE,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Unknown,NO APPARENT INJURY,NONE,39.0075552,-76.98384145,"(39.0075552, -76.98384145)"
DM84780021,230047418,Takoma Park Police Depart,Property Damage Crash,08/01/2023 12:00:00 PM,,,,,EXITING THE PARKING LOT OF APARTMENT COMPLEX,,MACHINE OPERATOR/RIDER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,738C7132-5523-41B3-B935-FDD222F512EC,MACHINE OPERATOR/RIDER,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,SIDEWALK,N/A,UNKNOWN,No,NO APPARENT INJURY,UNKNOWN,38.975765,-77.014213,"(38.975765, -77.014213)"
MCP1433005C,230052076,Montgomery County Police,Injury Crash,08/29/2023 07:15:00 PM,Maryland (State),ROCKVILLE PIKE,Unknown,ENT TO FEDERAL PLAZA S.C.,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,42E321BD-50FE-4ADE-B071-01E4F22BCBEB,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.05738374,-77.1204141,"(39.05738374, -77.1204141)"
MCP11130052,230053209,Montgomery County Police,Injury Crash,09/05/2023 07:49:00 AM,Maryland (State),FREDERICK RD,County,LITTLE SENECA PKWY,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A4AE1CD1-69BE-4114-A577-C80B5003F0B3,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,UNKNOWN,Yes,SUSPECTED MINOR INJURY,NONE,39.22312425,-77.26056517,"(39.22312425, -77.26056517)"
MCP32640040,230053217,Montgomery County Police,Injury Crash,09/05/2023 09:00:00 AM,County,BLAIR MILL RD,Unknown,CO/L WASH DC LINE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,3F94C3A5-4565-47AB-8A50-5475341225D6,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,38.98997584,-77.03333046,"(38.98997584, -77.03333046)"
MCP24870038,230053391,Montgomery County Police,Injury Crash,09/06/2023 08:34:00 AM,County,BUDD RD,Maryland (State),WHITES FERRY RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,76E578ED-15A0-4FE6-9671-0299206E1AFA,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SHOULDER,N/A,LIGHT CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,39.13417333,-77.40259833,"(39.13417333, -77.40259833)"
MCP21590017,230052658,Montgomery County Police,Injury Crash,09/01/2023 03:23:00 PM,,,,,"P-LOT OF 12988 MIDDLEBROOK RD GERMANTOWN, MD 20874",,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,499BD280-B3F6-4554-9504-D795C3400FC5,PEDESTRIAN,Other,DART DASH,OTHER,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.18098967,-77.2701215,"(39.18098967, -77.2701215)"
MCP2752005R,230052025,Montgomery County Police,Injury Crash,08/29/2023 03:30:00 PM,County,FALLS BRIDGE LA,County,HALL RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,B7D9105A-43C8-44BF-8F3F-A5EBF982F27E,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OUTSIDE RIGHT OF WAY,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,38.99188667,-77.0979,"(38.99188667, -77.0979)"
MCP2723007L,230053349,Montgomery County Police,Injury Crash,09/05/2023 08:35:00 PM,County,ASPEN HILL RD,Maryland (State),GEORGIA AVE,,N/A,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,NONE DETECTED,DEAFEDC1-9095-4099-8552-C8786F70FF87,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,UNKNOWN,39.08065167,-77.077415,"(39.08065167, -77.077415)"
DD5527004T,230052328,Rockville Police Departme,Injury Crash,08/30/2023 09:00:00 PM,,,,,PARKING LOT OF 845 ROCKVILLE PIKE ROCKVILLE MD 20850,,PEDESTRIAN,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,AE77CAC0-C950-4727-8351-501633D3A516,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.07432118,-77.13761745,"(39.07432118, -77.13761745)"
DM8479000J,200031997,Takoma Park Police Depart,Injury Crash,08/16/2020 06:01:00 PM,Maryland (State),NEW HAMPSHIRE AVE,Maryland (State),UNIVERSITY BLVD,,N/A,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,9740B3A7-4477-408D-A0BD-EAD0AB63330E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.98794582,-76.98641554,"(38.98794582, -76.98641554)"
MCP3201004H,230051628,Montgomery County Police,Injury Crash,08/27/2023 11:54:00 AM,Maryland (State),GERMANTOWN RD,County,DAWSON FARM RD,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4828E8E1-D005-4738-811A-C91303A279F0,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.17168167,-77.276875,"(39.17168167, -77.276875)"
MCP3030005J,230052692,Montgomery County Police,Injury Crash,09/01/2023 06:30:00 PM,County,SANGAMORE RD,County,BROOKES LA,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,N/A,14FFAD0B-8EA0-4579-94A0-D4DF3F028D20,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,38.94859333,-77.11984833,"(38.94859333, -77.11984833)"
MCP3263003P,230052815,Montgomery County Police,Injury Crash,09/02/2023 03:45:00 PM,Maryland (State),WISCONSIN AVE,County,CHELTENHAM DR,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,6BA8A300-A6D1-47F0-B78B-34DAE6CBE6B6,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,NONE,38.98909,-77.095165,"(38.98909, -77.095165)"
EJ78950048,230052191,Gaithersburg Police Depar,Injury Crash,08/30/2023 11:35:00 AM,,,,,SIDEWALK/CROSSWALK ENTRANCE TO 16 EAST DIAMOND AVENUE,,OTHER,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,4D1B1B5E-F1B3-419A-B57B-4AC58C4CBDC0,OTHER,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.1417919,-77.19725347,"(39.1417919, -77.19725347)"
MCP9419004R,230052006,Montgomery County Police,Injury Crash,08/29/2023 02:00:00 PM,,,,,"VEIP TESTING CENTER
15910 CHIEFTAIN AVE
DERWOOD MD 20855",,OTHER,SAME DIR REAR END,CLEAR,,DAYLIGHT,N/A,,NONE DETECTED,EEB1D2F0-0139-453B-8321-D30FC01D3FB7,OTHER,Other,OTHER,INSIDE BUILDING,N/A,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.118105,-77.16199333,"(39.118105, -77.16199333)"
DD5527004T,230052328,Rockville Police Departme,Injury Crash,08/30/2023 09:00:00 PM,,,,,PARKING LOT OF 845 ROCKVILLE PIKE ROCKVILLE MD 20850,,PEDESTRIAN,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,48E19622-A231-4505-8A89-77F642A45219,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,NONE,39.07432118,-77.13761745,"(39.07432118, -77.13761745)"
DD5653002M,230053356,Rockville Police Departme,Injury Crash,09/05/2023 06:00:00 PM,,,,,"SIDEWALK BESIDE  168 ROLLINS AVE, ROCKVILLE MD.",,OTHER CONVEYANCE,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,NONE DETECTED,5DAE2EC1-C1F3-4FC8-9B50-A5588237453F,OTHER CONVEYANCE,Walking/Riding against Traffic,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.05855949,-77.12512477,"(39.05855949, -77.12512477)"
