report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP2177004S,230046972,Montgomery County Police,Injury Crash,7/30/2023 14:40,Municipality,RUSSELL AVE,Unknown,SPUR TO ODENDHAL AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,2D7ADFB2-2CFA-48A7-8818-A5B81823DA01,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,BB484C74-A3C7-4147-8FF5-074938C20D51,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,South,35,No,No,2022,KIA,SPORTAGE,NO MISUSE,39.15050159,-77.2043814,E688F882-C73E-4F32-84FF-B8ABD359ACE5,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD559500DR,230047919,Rockville Police Departme,Injury Crash,8/5/2023 8:55,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,0687DC9B-3547-459E-A762-1AFB907ED88A,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,D190730C-0C35-46FF-8A9E-C4C09B61E302,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,5,No,No,2016,MERZ,4S,UNKNOWN,39.07392417,-77.13527917,3C54BB1C-6A9C-4FD8-9BEE-7234F8B1E5C6,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2612005D,230047688,Montgomery County Police,Injury Crash,8/3/2023 11:30,County,RANDOLPH RD,Maryland (State),VEIRS MILL RD,PEDESTRIAN,UNKNOWN,CLOUDY,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,B6AF1CF3-D8A7-4980-9EC7-3649778AC318,Unknown,NO APPARENT INJURY,UNKNOWN,MD,3F00A828-DB1B-49C6-BAA2-93362A896FBC,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,Unknown,Unknown,35,Unknown,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.05617734,-77.08262173,BC92E6A5-C745-441C-8550-22E9119074B5,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,UNKNOWN
MCP24450052,230047596,Montgomery County Police,Injury Crash,8/3/2023 10:34,Maryland (State),FREDERICK RD,County,OXBRIDGE DR,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,E4C9A8B9-FBA2-4257-8401-F970B8A54748,Yes,NO APPARENT INJURY,UNKNOWN,MD,B213A0B9-F0F2-4785-ACF7-829F6A5874CA,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.190056,-77.24168117,D6FAD665-F025-42F7-AB70-BA2FA44B2330,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2177004T,230047959,Montgomery County Police,Injury Crash,8/5/2023 13:48,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3351B4F8-18CF-454D-91D2-B5B59A6DE5D9,Unknown,NO APPARENT INJURY,NOT DISTRACTED,MD,CD08F4AB-C45F-4E49-9558-B8BA682D4080,NO DAMAGE,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,5,No,No,2008,LEXUS,RX350,NO MISUSE,39.15639822,-77.21397835,46AD2293-DB7E-4CE6-BF15-9EEF1DB170B5,PEDESTRIAN,Other,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Unknown,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3170003C,230048102,Montgomery County Police,Injury Crash,8/6/2023 16:53,Maryland (State),GERMANTOWN RD,County,CRYSTAL ROCK DR,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,31A2F3E2-B0F1-414F-847F-0ECE9DA4D980,No,NO APPARENT INJURY,NOT DISTRACTED,MD,1893E432-E5E5-4A54-B0DF-E934BD9DE926,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,West,40,No,No,2017,TOYOTA,CAMRY,NO MISUSE,39.18094231,-77.26247228,4398C386-C9E5-4A5B-8EBC-0ED082E90511,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3053006J,230028673,Montgomery County Police,Injury Crash,6/14/2023 19:25,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,75D0140F-113D-4ACF-A2C9-48AD76C08290,Unknown,NO APPARENT INJURY,UNKNOWN,MD,74F6F087-1CC5-4ADC-87DC-F488F3371F69,NO DAMAGE,UNKNOWN,UNKNOWN,PASSENGER CAR,BACKING,Unknown,Unknown,15,No,No,2013,CHRY,4D,UNKNOWN,39.03608129,-77.05070976,C5436586-26D4-4224-9F74-FEC7C44C3103,PEDESTRIAN,Standing,UNKNOWN,OTHER,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP3276002R,230047889,Montgomery County Police,Injury Crash,8/4/2023 23:30,Maryland (State),UNIVERSITY BLVD E,County,BUCKINGHAM DR,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,2280DB12-CB20-4C9C-B7C8-9B9DA570AD21,Unknown,NO APPARENT INJURY,UNKNOWN,MD,1413BDF3-6CF6-4F96-A670-B820457680E6,SUPERFICIAL,UNDERSIDE,UNDERSIDE,PASSENGER CAR,UNKNOWN,Unknown,West,35,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.00661129,-76.99764611,860653DD-F153-440F-A2CB-C19302DD8DF2,PEDESTRIAN,Unknown,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Unknown,SUSPECTED SERIOUS INJURY,PEDESTRIAN,UNKNOWN,UNKNOWN
EJ7888004P,230047197,Gaithersburg Police Depar,Injury Crash,7/31/2023 17:44,County,CHEYENNE RD,County,OLD QUINCE ORCHARD RD,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,364BCD4C-DD42-42B5-8BE6-68F9E1DFA03D,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,AE331F1F-5DF3-49A1-AA39-6B66356EC8EF,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,25,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.12487064,-77.24742854,11C05DE0-1045-4460-AE27-49FB5A3EE444,BICYCLIST,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,UNKNOWN,NONE DETECTED
MCP3296001Z,230048305,Montgomery County Police,Injury Crash,8/7/2023 20:30,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,RAINING,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,3E94822F-BB61-49A9-86E4-3F5100A6C837,Yes,NO APPARENT INJURY,USING OTHER DEVICE CONTROLS INTEGRAL TO VEHICLE,MD,3C7DAC71-1988-486D-9AD7-2B11BD61AD1E,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,West,25,No,No,2008,ACURA,MDX,NO MISUSE,39.10491217,-76.93036733,A0485B46-CD81-4D38-AA6D-261B8F0CD36F,PEDESTRIAN,Cross/Enter not at Intersection,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DM8499001T,230029580,Takoma Park Police Depart,Injury Crash,6/20/2023 13:18,Maryland (State),NEW HAMPSHIRE AVE,Municipality,HOLTON LA,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,9BA01FB5-8991-4205-9381-4F5AEACFCB5A,Yes,NO APPARENT INJURY,OTHER DISTRACTION,MD,35473604-522E-4477-8678-98FF0B437D38,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,West,30,No,No,2019,NISSAN,PATHFINDER,NO MISUSE,38.98590513,-76.98808884,4FE77F69-7B28-4BF5-9A11-94B6AE767239,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2723007G,230049438,Montgomery County Police,Injury Crash,8/15/2023 8:00,Maryland (State),VEIRS MILL RD,Maryland (State),FIRST ST,PEDESTRIAN,SINGLE VEHICLE,UNKNOWN,UNKNOWN,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,DDFC092A-E482-4651-9ECB-627ABFDB454B,Unknown,NO APPARENT INJURY,UNKNOWN,XX,0357DA5B-328C-45A3-AF24-C87F72CA8878,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,VAN,MAKING RIGHT TURN,North,West,40,No,No,2020,GMC,SAVANA,UNKNOWN,39.07990316,-77.13781415,CB2EB8A4-AC53-4343-9013-DCE3187E54BD,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,UNKNOWN,Unknown,SUSPECTED SERIOUS INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
DD5623002L,230049468,Rockville Police Departme,Injury Crash,8/14/2023 19:10,Maryland (State),FIRST ST,Municipality,BALTIMORE RD,OTHER CONVEYANCE,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,DBD462B6-BB0F-4BC1-8EB9-18C146C05746,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,0011F879-D1BE-4378-B4B7-E3F57FBD6257,NO DAMAGE,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,East,40,No,No,2011,HOND,ACCORD,NO MISUSE,39.08455193,-77.13617105,8BC52E04-3F1D-4102-BE70-A2F235E3ADC1,OTHER CONVEYANCE,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,OTHER CONVEYANCE,NONE DETECTED,NONE DETECTED
MCP3000004H,230049481,Montgomery County Police,Injury Crash,8/14/2023 20:18,County,CHARITY LA,County,RIFFLE FORD RD,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,8C0331D2-0575-4571-8E1A-0C4C23F912B9,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,61D6FED2-2DDB-4374-9AA1-DDC9E6AA6562,NO DAMAGE,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,South,East,15,No,No,2011,HOND,ACCORD,NO MISUSE,39.1463255,-77.28766933,283737AE-5177-4E6A-A7C3-6237E13675A6,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHARED USE PATH OR TRAILS,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
EJ7879003C,230048975,Gaithersburg Police Depar,Injury Crash,8/11/2023 18:00,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,05FB7597-2EE7-4226-B6D6-DA0F41600023,Unknown,NO APPARENT INJURY,UNKNOWN,MD,EDF71D99-8A86-4CCD-BD22-3F32076A134A,NO DAMAGE,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,Unknown,Unknown,15,No,No,2018,RAM,TK,NO MISUSE,39.14587303,-77.19194047,1BEB4A89-BB27-4E48-BDAC-C321435D71E3,PEDESTRIAN,Cross/Enter at Intersection,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Unknown,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3200008Y,230048950,Montgomery County Police,Injury Crash,8/11/2023 13:10,County,SLIGO AVE,County,CHICAGO AVE,OTHER CONVEYANCE,OTHER,CLEAR,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,NONE DETECTED,365E78CF-7C4E-4EDF-A8E6-9FAEEC5843F4,Unknown,NO APPARENT INJURY,UNKNOWN,MD,B4E83DE9-C59D-4814-8847-CDDE4DAF28DA,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,Unknown,Unknown,5,No,No,0,UNKNOWN,UNKNOWN,NO MISUSE,38.99013729,-77.01976111,393AA3D8-F121-42D6-A259-28088DB9028E,OTHER CONVEYANCE,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,OTHER CONVEYANCE,UNKNOWN,NONE DETECTED
MCP1354001W,230049412,Montgomery County Police,Injury Crash,8/14/2023 13:50,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,A775F773-4784-4EB6-A5CA-5B8B50BACCE9,Yes,NO APPARENT INJURY,UNKNOWN,MD,FCE79528-EC97-430F-B0F9-4DFB2669BB45,UNKNOWN,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,East,25,No,No,2006,TOYT,CAMRY,UNKNOWN,39.04894333,-77.11410333,6216C4CB-447D-417E-9904-76142B46DF36,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP3238002K,230048389,Montgomery County Police,Property Damage Crash,8/8/2023 12:43,Maryland (State),COLESVILLE RD,Maryland (State),GEORGIA AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,A57D1D32-C1D2-477A-A02D-9B6477166A33,No,NO APPARENT INJURY,NOT DISTRACTED,MD,62830787-229E-4AFC-8825-4420C04DE2BB,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,South,South,30,No,No,2011,VOLV,SD,NO MISUSE,38.99574233,-77.02836717,981FD729-F895-4369-89F5-D80C09A2D8FE,PEDESTRIAN,Other,OTHER,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3080003N,230048977,Montgomery County Police,Injury Crash,8/11/2023 18:20,County,STILT ST,County,FULMER AVE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,AB0B2FD9-850E-47AF-BEA7-870CFB3DB416,No,NO APPARENT INJURY,NOT DISTRACTED,MD,21B1DC03-DE3F-41B6-83BE-EEFCD77A5300,NO DAMAGE,THREE OCLOCK,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2018,BMW,TK,NO MISUSE,39.2195385,-77.2905295,82BA7200-87BB-43E7-BDCB-7AF8B0F77C96,BICYCLIST,Walking/Riding against Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP14330058,230048991,Montgomery County Police,Injury Crash,8/11/2023 19:20,County,BOU AVE,Unknown,CHAPMAN AVE,OTHER CONVEYANCE,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,AC5A3A77-D8E7-42F3-B9A3-84D926AF6AE3,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,E6AB2F67-923C-4E1F-856D-5796F24D2C45,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,West,30,No,No,2012,HYUN,ELANTRA,NO MISUSE,39.0574964,-77.11648071,AC70CD0C-0697-47B0-BAD3-68FB87BC35F9,OTHER CONVEYANCE,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,OTHER CONVEYANCE,NONE DETECTED,NONE DETECTED
MCP22030074,230049162,Montgomery County Police,Injury Crash,8/12/2023 17:25,Maryland (State),UNIVERSITY BLVD W,Government,SLIGO CREEK PKWY,OTHER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,28A68662-644C-4897-84B9-1D248ADCFFE5,Yes,POSSIBLE INJURY,UNKNOWN,MD,66153A98-A1DC-4E6F-8CE6-664CCF8A0FD6,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,East,35,No,No,2019,TOYOTA,RAV4,NO MISUSE,39.03648167,-77.03006467,E282183A-10E3-4549-958D-40EED77809FE,OTHER,Push/Work on Vehicle,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP22030074,230049162,Montgomery County Police,Injury Crash,8/12/2023 17:25,Maryland (State),UNIVERSITY BLVD W,Government,SLIGO CREEK PKWY,OTHER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,28A68662-644C-4897-84B9-1D248ADCFFE5,Yes,POSSIBLE INJURY,UNKNOWN,MD,66153A98-A1DC-4E6F-8CE6-664CCF8A0FD6,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,East,35,No,No,2019,TOYOTA,RAV4,NO MISUSE,39.03648167,-77.03006467,C3FC22A9-C76D-43C1-970D-8342136E3A22,OTHER,Push/Work on Vehicle,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,OTHER,NONE DETECTED,NONE DETECTED
MCP1227001X,230024315,Montgomery County Police,Fatal Crash,5/21/2023 5:04,Maryland (State),VEIRS MILL RD,County,NEWPORT MILL RD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,1848A51B-5334-46E6-9623-14E79932ACEC,No,POSSIBLE INJURY,UNKNOWN,MD,B3F6064E-FD83-4C4D-80F3-9BF2B376E1F6,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2007,TOYOTA,RAV 4,NO MISUSE,39.0451582,-77.06532903,23ABB53F-ECF6-4531-8CCE-AB0EC5C3855A,PEDESTRIAN,Unknown,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,FATAL INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
MCP291400DY,230048159,Montgomery County Police,Injury Crash,8/7/2023 5:07,County,FENTON ST,County,KING ST,PEDESTRIAN,OTHER,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ILLEGAL DRUG CONTRIBUTED,20CD58E9-9BE9-479F-ADE2-34AE5073EDDC,Yes,NO APPARENT INJURY,UNKNOWN,MD,D94B5279-0E10-4A27-A482-06C896DF5676,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,Unknown,South,30,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,38.98759297,-77.02346754,7B32573B-F9C9-40B5-8BD4-581DBD5F9FDF,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,ILLEGAL DRUG CONTRIBUTED
MCP2782004S,230049980,Montgomery County Police,Injury Crash,8/17/2023 18:39,Maryland (State),GEORGIA AVE,County,KAYSON ST,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,0AD7444A-83FD-4812-AAB7-6219B01413B9,No,SUSPECTED SERIOUS INJURY,NOT DISTRACTED,MD,E95B827F-DCC3-4082-8870-A732278E84FD,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,South,35,No,No,2007,AUDI,A6,NO MISUSE,39.070845,-77.06336667,35176F48-0551-4E4A-A265-87FF8D7CAEAA,PEDESTRIAN,Unknown,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2782004S,230049980,Montgomery County Police,Injury Crash,8/17/2023 18:39,Maryland (State),GEORGIA AVE,County,KAYSON ST,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,35FDD137-D1B4-4558-A816-E54A6B4CFFB6,Yes,SUSPECTED SERIOUS INJURY,LOOKED BUT DID NOT SEE,MD,04D739BC-51FA-4A45-BB1E-7D9143268ED0,DISABLING,EIGHT OCLOCK,EIGHT OCLOCK,PICKUP TRUCK,ACCELERATING,East,East,35,No,No,2013,FORD,F350,NO MISUSE,39.070845,-77.06336667,35176F48-0551-4E4A-A265-87FF8D7CAEAA,PEDESTRIAN,Unknown,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2782004S,230049980,Montgomery County Police,Injury Crash,8/17/2023 18:39,Maryland (State),GEORGIA AVE,County,KAYSON ST,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,A5FAD529-5314-4E7F-B01D-22D476A428F3,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,MD,87EF00D6-8475-43A8-AD69-D068AEDF0C38,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2001,FORD,2S,NO MISUSE,39.070845,-77.06336667,35176F48-0551-4E4A-A265-87FF8D7CAEAA,PEDESTRIAN,Unknown,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2782004S,230049980,Montgomery County Police,Injury Crash,8/17/2023 18:39,Maryland (State),GEORGIA AVE,County,KAYSON ST,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3B79C0DD-6A2B-4D51-A2F4-573A58792F71,No,NO APPARENT INJURY,NOT DISTRACTED,MD,DEE5E6D7-6EC2-4CF8-9097-32186463F506,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,35,No,No,2020,CHEVROLET,TRAVERSE,NO MISUSE,39.070845,-77.06336667,35176F48-0551-4E4A-A265-87FF8D7CAEAA,PEDESTRIAN,Unknown,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP28980042,23050265,Montgomery County Police,Property Damage Crash,8/19/2023 16:07,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,14B2445D-31FF-40B9-9CAE-DA4C965200D1,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,FAB5ABA5-F9A6-4F94-BFCD-2D2ED262AFBA,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,10,No,No,2022,KIA,SD,NO MISUSE,39.18009667,-77.23659333,5DB74E8C-6540-4BE6-A934-28A43765D307,BICYCLIST,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
